source,technology,region,country,year,metric_type,value
Energy Institute,Solar,World,,2019,Primary energy consumption (EJ),6.694547758
Energy Institute,Solar,World,,2020,Primary energy consumption (EJ),8.082966033
Energy Institute,Solar,World,,2021,Primary energy consumption (EJ),9.906312803
Energy Institute,Solar,World,,2022,Primary energy consumption (EJ),12.40706736
Energy Institute,Solar,World,,2023,Primary energy consumption (EJ),15.35134049
Energy Institute,Solar,of which: OECD,,2000,Primary energy consumption (EJ),0.010797533
Energy Institute,Solar,of which: OECD,,2001,Primary energy consumption (EJ),0.014370226
Energy Institute,Solar,of which: OECD,,2002,Primary energy consumption (EJ),0.017983032
Energy Institute,Solar,of which: OECD,,2003,Primary energy consumption (EJ),0.022353816
Energy Institute,Solar,of which: OECD,,2004,Primary energy consumption (EJ),0.029397207
Energy Institute,Solar,of which: OECD,,2005,Primary energy consumption (EJ),0.041485466
Energy Institute,Solar,of which: OECD,,2006,Primary energy consumption (EJ),0.056828044
Energy Institute,Solar,of which: OECD,,2007,Primary energy consumption (EJ),0.076417243
Energy Institute,Solar,of which: OECD,,2008,Primary energy consumption (EJ),0.124363228
Energy Institute,Solar,of which: OECD,,2009,Primary energy consumption (EJ),0.205654568
Energy Institute,Solar,of which: OECD,,2010,Primary energy consumption (EJ),0.325475438
Energy Institute,Solar,of which: OECD,,2011,Primary energy consumption (EJ),0.605443171
Energy Institute,Solar,of which: OECD,,2012,Primary energy consumption (EJ),0.910778576
Energy Institute,Solar,of which: OECD,,2013,Primary energy consumption (EJ),1.183325968
Energy Institute,Solar,of which: OECD,,2014,Primary energy consumption (EJ),1.551578331
Energy Institute,Solar,of which: OECD,,2015,Primary energy consumption (EJ),1.890896812
Energy Institute,Solar,of which: OECD,,2016,Primary energy consumption (EJ),2.211226105
Energy Institute,Solar,of which: OECD,,2017,Primary energy consumption (EJ),2.665998675
Energy Institute,Solar,of which: OECD,,2018,Primary energy consumption (EJ),3.08917605
Energy Institute,Solar,of which: OECD,,2019,Primary energy consumption (EJ),3.56715167
Energy Institute,Solar,of which: OECD,,2020,Primary energy consumption (EJ),4.255259608
Energy Institute,Solar,of which: OECD,,2021,Primary energy consumption (EJ),5.055003319
Energy Institute,Solar,of which: OECD,,2022,Primary energy consumption (EJ),6.148951617
Energy Institute,Solar,of which: OECD,,2023,Primary energy consumption (EJ),7.062784628
Energy Institute,Wind,European Union #,,2000,Primary energy consumption (EJ),0.228061797
Energy Institute,Wind,European Union #,,2001,Primary energy consumption (EJ),0.273380182
Energy Institute,Wind,European Union #,,2002,Primary energy consumption (EJ),0.368482308
Energy Institute,Wind,European Union #,,2003,Primary energy consumption (EJ),0.452050809
Energy Institute,Wind,European Union #,,2004,Primary energy consumption (EJ),0.596541296
Energy Institute,Wind,European Union #,,2005,Primary energy consumption (EJ),0.701966603
Energy Institute,Wind,European Union #,,2006,Primary energy consumption (EJ),0.806304286
Energy Institute,Wind,European Union #,,2007,Primary energy consumption (EJ),1.017065713
Energy Institute,Wind,European Union #,,2008,Primary energy consumption (EJ),1.145501822
Energy Institute,Wind,European Union #,,2009,Primary energy consumption (EJ),1.249937813
Energy Institute,Wind,European Union #,,2010,Primary energy consumption (EJ),1.391344161
Energy Institute,Wind,European Union #,,2011,Primary energy consumption (EJ),1.636720668
Energy Institute,Wind,European Union #,,2012,Primary energy consumption (EJ),1.849773159
Energy Institute,Wind,European Union #,,2013,Primary energy consumption (EJ),2.055747051
Energy Institute,Wind,European Union #,,2014,Primary energy consumption (EJ),2.153122718
Energy Institute,Wind,European Union #,,2015,Primary energy consumption (EJ),2.551022494
Energy Institute,Wind,European Union #,,2016,Primary energy consumption (EJ),2.570796892
Energy Institute,Wind,European Union #,,2017,Primary energy consumption (EJ),2.991532375
Energy Institute,Wind,European Union #,,2018,Primary energy consumption (EJ),3.053048168
Energy Institute,Wind,European Union #,,2019,Primary energy consumption (EJ),3.458480358
Energy Institute,Wind,European Union #,,2020,Primary energy consumption (EJ),3.761692789
Energy Institute,Wind,European Union #,,2021,Primary energy consumption (EJ),3.644806548
Energy Institute,Wind,European Union #,,2022,Primary energy consumption (EJ),3.951580855
Energy Institute,Wind,European Union #,,2023,Primary energy consumption (EJ),4.493158688
Energy Institute,Wind,Non-OECD,,2000,Primary energy consumption (EJ),0.026448217
Energy Institute,Wind,Non-OECD,,2001,Primary energy consumption (EJ),0.036309638
Energy Institute,Wind,Non-OECD,,2002,Primary energy consumption (EJ),0.038387168
Energy Institute,Wind,Non-OECD,,2003,Primary energy consumption (EJ),0.046439391
Energy Institute,Wind,Non-OECD,,2004,Primary energy consumption (EJ),0.079301026
Energy Institute,Wind,Non-OECD,,2005,Primary energy consumption (EJ),0.09552569
Energy Institute,Wind,Non-OECD,,2006,Primary energy consumption (EJ),0.152888716
Energy Institute,Wind,Non-OECD,,2007,Primary energy consumption (EJ),0.202370969
Energy Institute,Wind,Non-OECD,,2008,Primary energy consumption (EJ),0.31670315
Energy Institute,Wind,Non-OECD,,2009,Primary energy consumption (EJ),0.489052615
Energy Institute,Wind,Non-OECD,,2010,Primary energy consumption (EJ),0.764764481
Energy Institute,Wind,Non-OECD,,2011,Primary energy consumption (EJ),1.079085052
Energy Institute,Wind,Non-OECD,,2012,Primary energy consumption (EJ),1.445666433
Energy Institute,Wind,Non-OECD,,2013,Primary energy consumption (EJ),1.875812448
Energy Institute,Wind,Non-OECD,,2014,Primary energy consumption (EJ),2.205232526
Energy Institute,Wind,Non-OECD,,2015,Primary energy consumption (EJ),2.625024881
Energy Institute,Wind,Non-OECD,,2016,Primary energy consumption (EJ),3.402422579
Energy Institute,Wind,Non-OECD,,2017,Primary energy consumption (EJ),4.232853836
Energy Institute,Wind,Non-OECD,,2018,Primary energy consumption (EJ),4.984293429
Energy Institute,Wind,Non-OECD,,2019,Primary energy consumption (EJ),5.582900778
Energy Institute,Wind,Non-OECD,,2020,Primary energy consumption (EJ),6.207090374
Energy Institute,Wind,Non-OECD,,2021,Primary energy consumption (EJ),8.318988873
Energy Institute,Wind,Non-OECD,,2022,Primary energy consumption (EJ),9.515336736
Energy Institute,Wind,Non-OECD,,2023,Primary energy consumption (EJ),10.99684206
Energy Institute,Wind,Africa,Other Northern Africa,2000,Primary energy consumption (EJ),0.000244839
Energy Institute,Wind,Africa,Other Southern Africa,2000,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Algeria,2000,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Eastern Africa,2000,Primary energy consumption (EJ),1.06452E-06
Energy Institute,Wind,Africa,Egypt,2000,Primary energy consumption (EJ),0.000856936
Energy Institute,Wind,Africa,Morocco,2000,Primary energy consumption (EJ),0.00068129
Energy Institute,Wind,Africa,Middle Africa,2000,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2000,Primary energy consumption (EJ),8.40968E-05
Energy Institute,Wind,Africa,South Africa,2000,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Algeria,2001,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2001,Primary energy consumption (EJ),7.17055E-05
Energy Institute,Wind,Africa,Middle Africa,2001,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2001,Primary energy consumption (EJ),0.002176548
Energy Institute,Wind,Africa,Other Northern Africa,2001,Primary energy consumption (EJ),0.000253825
Energy Institute,Wind,Africa,Egypt,2001,Primary energy consumption (EJ),0.001893111
Energy Institute,Wind,Africa,Other Southern Africa,2001,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Eastern Africa,2001,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,South Africa,2001,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Egypt,2002,Primary energy consumption (EJ),0.002232909
Energy Institute,Wind,Africa,Eastern Africa,2002,Primary energy consumption (EJ),3.15234E-06
Energy Institute,Wind,Africa,Algeria,2002,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Other Northern Africa,2002,Primary energy consumption (EJ),0.000315234
Energy Institute,Wind,Africa,South Africa,2002,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Other Southern Africa,2002,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2002,Primary energy consumption (EJ),7.23357E-05
Energy Institute,Wind,Africa,Middle Africa,2002,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2002,Primary energy consumption (EJ),0.002037463
Energy Institute,Wind,Africa,Other Southern Africa,2003,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2003,Primary energy consumption (EJ),0.002117323
Energy Institute,Wind,Africa,Algeria,2003,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,South Africa,2003,Primary energy consumption (EJ),6.26427E-05
Energy Institute,Wind,Africa,Western Africa,2003,Primary energy consumption (EJ),7.72489E-05
Energy Institute,Wind,Africa,Middle Africa,2003,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Egypt,2003,Primary energy consumption (EJ),0.002985968
Energy Institute,Wind,Africa,Other Northern Africa,2003,Primary energy consumption (EJ),0.000344535
Energy Institute,Wind,Africa,Eastern Africa,2003,Primary energy consumption (EJ),4.17618E-06
Energy Institute,Wind,Africa,Western Africa,2004,Primary energy consumption (EJ),8.74524E-05
Energy Institute,Wind,Africa,Middle Africa,2004,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Other Northern Africa,2004,Primary energy consumption (EJ),0.000456454
Energy Institute,Wind,Africa,Eastern Africa,2004,Primary energy consumption (EJ),9.34703E-06
Energy Institute,Wind,Africa,South Africa,2004,Primary energy consumption (EJ),0.000124487
Energy Institute,Wind,Africa,Other Southern Africa,2004,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Egypt,2004,Primary energy consumption (EJ),0.005228993
Energy Institute,Wind,Africa,Algeria,2004,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2004,Primary energy consumption (EJ),0.002063378
Energy Institute,Wind,Africa,Western Africa,2005,Primary energy consumption (EJ),8.93832E-05
Energy Institute,Wind,Africa,Algeria,2005,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Other Northern Africa,2005,Primary energy consumption (EJ),0.000432948
Energy Institute,Wind,Africa,Other Southern Africa,2005,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Middle Africa,2005,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Eastern Africa,2005,Primary energy consumption (EJ),1.34633E-05
Energy Institute,Wind,Africa,Egypt,2005,Primary energy consumption (EJ),0.005258373
Energy Institute,Wind,Africa,South Africa,2005,Primary energy consumption (EJ),0.000123699
Energy Institute,Wind,Africa,Morocco,2005,Primary energy consumption (EJ),0.0021266
Energy Institute,Wind,Africa,Middle Africa,2006,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Egypt,2006,Primary energy consumption (EJ),0.006197912
Energy Institute,Wind,Africa,Morocco,2006,Primary energy consumption (EJ),0.001876601
Energy Institute,Wind,Africa,Other Northern Africa,2006,Primary energy consumption (EJ),0.000389251
Energy Institute,Wind,Africa,Other Southern Africa,2006,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Eastern Africa,2006,Primary energy consumption (EJ),4.95928E-05
Energy Institute,Wind,Africa,Algeria,2006,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2006,Primary energy consumption (EJ),9.73641E-05
Energy Institute,Wind,Africa,South Africa,2006,Primary energy consumption (EJ),0.000122921
Energy Institute,Wind,Africa,Middle Africa,2007,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2007,Primary energy consumption (EJ),0.002839045
Energy Institute,Wind,Africa,Other Southern Africa,2007,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2007,Primary energy consumption (EJ),9.04646E-05
Energy Institute,Wind,Africa,Algeria,2007,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Eastern Africa,2007,Primary energy consumption (EJ),0.000113023
Energy Institute,Wind,Africa,Other Northern Africa,2007,Primary energy consumption (EJ),0.000437716
Energy Institute,Wind,Africa,Egypt,2007,Primary energy consumption (EJ),0.006743228
Energy Institute,Wind,Africa,South Africa,2007,Primary energy consumption (EJ),0.000122153
Energy Institute,Wind,Africa,Other Northern Africa,2008,Primary energy consumption (EJ),0.000394532
Energy Institute,Wind,Africa,Other Southern Africa,2008,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Egypt,2008,Primary energy consumption (EJ),0.009406184
Energy Institute,Wind,Africa,Middle Africa,2008,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2008,Primary energy consumption (EJ),7.78442E-05
Energy Institute,Wind,Africa,Eastern Africa,2008,Primary energy consumption (EJ),0.000163947
Energy Institute,Wind,Africa,Algeria,2008,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2008,Primary energy consumption (EJ),0.003016653
Energy Institute,Wind,Africa,South Africa,2008,Primary energy consumption (EJ),0.00021244
Energy Institute,Wind,Africa,Algeria,2009,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Other Southern Africa,2009,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,South Africa,2009,Primary energy consumption (EJ),0.000301613
Energy Institute,Wind,Africa,Morocco,2009,Primary energy consumption (EJ),0.003932027
Energy Institute,Wind,Africa,Middle Africa,2009,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Western Africa,2009,Primary energy consumption (EJ),7.43979E-05
Energy Institute,Wind,Africa,Egypt,2009,Primary energy consumption (EJ),0.010427702
Energy Institute,Wind,Africa,Eastern Africa,2009,Primary energy consumption (EJ),0.00027006
Energy Institute,Wind,Africa,Other Northern Africa,2009,Primary energy consumption (EJ),0.000975215
Energy Institute,Wind,Africa,Eastern Africa,2010,Primary energy consumption (EJ),0.000383503
Energy Institute,Wind,Africa,Egypt,2010,Primary energy consumption (EJ),0.01408028
Energy Institute,Wind,Africa,Algeria,2010,Primary energy consumption (EJ),
Energy Institute,Wind,Africa,Morocco,2010,Primary energy consumption (EJ),0.006582785
Energy Institute,Wind,Africa,South Africa,2010,Primary energy consumption (EJ),0.000339731
