source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.049786605,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.054529308,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.05594516,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.053256688,
IRENA,Wind,Onshore wind,,,India,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.261237725,
IRENA,Wind,Onshore wind,,,India,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.298498474,
IRENA,Wind,Onshore wind,,,India,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.27339751,
IRENA,Wind,Onshore wind,,,India,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.27339751,
IRENA,Wind,Onshore wind,,,India,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.27339751,
IRENA,Wind,Onshore wind,,,India,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.256663533,
IRENA,Wind,Onshore wind,,,India,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.248296545,
IRENA,Wind,Onshore wind,,,India,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.227933079,
IRENA,Wind,Onshore wind,,,India,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.231562569,
IRENA,Wind,Onshore wind,,,India,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.22319558,
IRENA,Wind,Onshore wind,,,India,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.201191903,
IRENA,Wind,Onshore wind,,,India,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.161956992,
IRENA,Wind,Onshore wind,,,India,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.150811971,
IRENA,Wind,Onshore wind,,,India,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.163728531,
IRENA,Wind,Onshore wind,,,India,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.119891437,
IRENA,Wind,Onshore wind,,,India,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.126170182,
IRENA,Wind,Onshore wind,,,India,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.141377801,
IRENA,Wind,Onshore wind,,,India,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.11360713,
IRENA,Wind,Onshore wind,,,India,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.120538018,
IRENA,Wind,Onshore wind,,,India,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.092681952,
IRENA,Wind,Onshore wind,,,India,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.099247202,
IRENA,Wind,Onshore wind,,,India,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.09048509,
IRENA,Wind,Onshore wind,,,India,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.108683665,
IRENA,Wind,Onshore wind,,,India,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.101169864,
IRENA,Wind,Onshore wind,,,India,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.100029471,
IRENA,Wind,Onshore wind,,,India,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.083815813,
IRENA,Wind,Onshore wind,,,India,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.072617321,
IRENA,Wind,Onshore wind,,,India,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.058371488,
IRENA,Wind,Onshore wind,,,India,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.045796708,
IRENA,Wind,Onshore wind,,,India,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.045549909,
IRENA,Wind,Onshore wind,,,India,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.041276275,
IRENA,Wind,Onshore wind,,,India,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.032187765,
IRENA,Wind,Onshore wind,,,India,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.038255673,
IRENA,Wind,Onshore wind,,,India,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.046448034,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1989,LCOE (USD/kWh),Weighted average,0.222683638,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.211795332,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.229289358,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.224029082,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.210279493,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.198649333,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.203567436,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.189189667,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.187109697,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.178664479,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.171280147,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.143442608,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.160156265,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.144894696,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.125304612,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.141901554,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.139421076,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.138510378,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.14820269,
IRENA,Wind,Onshore wind,,,Italy,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.159129508,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.147489803,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.169739141,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.153363455,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.110706689,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.105369554,
IRENA,Wind,Onshore wind,,,Italy,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.101802198,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.077737781,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.094642825,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.061338605,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.056355832,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.056022385,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.043585199,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.04260088,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.050304615,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.181144064,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.178833185,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.183662496,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.159239403,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.200545989,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.178793394,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.166873215,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.137377475,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.191886944,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.135044646,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.151750938,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.129677099,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.115125026,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.150406519,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.153314858,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.124769266,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.068314075,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.06007239,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.084819744,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.107141626,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.025965673,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.071778073,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.081837665,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.0817183,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.074385946,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.076327965,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.044345187,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.060874808,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.049179906,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.044903811,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.047080067,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.16737712,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.165876494,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.157478011,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.15367865,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.143747677,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.135347512,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.131548156,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.128515039,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.123964697,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.115186871,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.119821492,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.115877869,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.10942165,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.105721264,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.116693301,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.109860968,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.113467709,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.131889621,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.12989256,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.124679651,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.127676354,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.120094651,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.103430875,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.099016093,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.0824861,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.066874314,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.061638864,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.060644504,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.083525486,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.041447106,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.033207988,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.026944302,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.033464663,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.035700813,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1984,LCOE (USD/kWh),Weighted average,0.274274519,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.23836133,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.225638315,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.245035751,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.239775476,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.226025887,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.214395726,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.220142587,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.20493606,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.202856091,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.194410873,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.157135125,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.17978624,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.138759814,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.151116393,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.156335861,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.156335861,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.141605602,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.160609591,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.154303246,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.124074118,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.117756484,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.113977385,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.090615885,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.09806964,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.079761248,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.068034094,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.061043732,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.045205916,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.043255439,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.041237772,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.038765848,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.037834622,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.043618106,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.093307752,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.084775924,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.072832159,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.138975079,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.102788462,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.090849449,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.091923718,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.100315807,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.08737503,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.078185775,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.070494633,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.078456314,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.074900976,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.054175762,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.048001587,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.056176675,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.07727857,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1989,LCOE (USD/kWh),Weighted average,0.22246225,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.22364667,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.211596325,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.227393583,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.208253046,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.210053124,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.198422963,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.203329152,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.188963297,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.186883328,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.17843811,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.12215702,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.13871127,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.144439775,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.144697853,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.152420934,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.143661405,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.144135015,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.136749612,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.150535273,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.082623293,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.11100219,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.113972551,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.101533947,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.101003193,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.095331185,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.086962814,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.075092832,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.071271724,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.049745352,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.060719005,
